word,valence,arousal,dominance
consort,0.6,0.1,0.2
conspiracy,-0.5,0.7,-0.5
conspirator,-0.4,0.5,-0.025
conspire,-0.5,0.7,-0.5
constable,0.6,0.1,0.2
constancy,0.6,0.1,0.2
constant,0.6,0.1,0.2
constantly,0.6,0.1,0.2
consternation,-0.6,0.7,0.0
constipation,-0.6,0.1,-0.4
constitute,0.6,0.1,0.2
constitutional,0.6,0.1,0.2
constrain,-0.5,0.7,-0.5
constraint,-0.6333,0.3333,-0.1
consul,0.6,0.1,0.2
consult,0.6,0.1,0.2
contagion,-0.3,0.4333,-0.2
contagious,-0.55,0.4,-0.45
contaminate,-0.6,0.1,-0.4
contaminated,-0.6,0.1333,-0.4
contamination,-0.6,0.1,-0.4
contempt,-0.6,0.5,-0.1333
contemptible,-0.65,0.4,0.05
contemptuous,-0.7,0.7,0.5
content,0.7,0.35,0.35
contentious,-0.6,0.5,-0.1333
contingent,0.2,0.5,0.3
continuation,0.2,0.5,0.3
continue,0.4,0.3,0.25
contraband,-0.6,0.5,-0.1333
contradict,-0.7,0.7,0.5
contributor,0.6,0.1,0.2
controversial,-0.7,0.7,0.5
convent,0.6,0.1,0.2
convergence,0.2,0.5,0.3
conveyancing,0.6,0.1,0.2
convict,-0.625,0.275,-0.175
convince,0.4,0.3,0.25
convinced,0.6,0.1,0.2
convincing,0.6,0.1,0.2
coop,-0.65,0.4,0.05
cooperating,0.6,0.1,0.2
cooperation,0.6,0.1,0.2
cooperative,0.6,0.1,0.2
cop,0.05,0.4,-0.15
copycat,-0.65,0.4,0.05
coronation,0.7,0.35,0.35
corporation,0.6,0.1,0.2
corpse,-0.65,-0.15,-0.35
correctness,0.6,0.1,0.2
correspondence,0.2,0.5,0.3
corroborate,0.6,0.1,0.2
corroboration,0.6,0.1,0.2
corrosive,-0.5,0.7,-0.5
corrupting,-0.625,0.275,-0.175
corruption,-0.6,0.1,-0.4
corse,-0.7,-0.4,-0.3
cosmopolitan,0.6,0.1,0.2
couch,-0.7,-0.4,-0.3
cough,-0.6,0.1,-0.4
council,0.4,0.3,0.25
counsel,0.6,0.1,0.2
counsellor,-0.2,0.5,0.0667
counselor,0.6,0.1,0.2
count,0.6,0.1,0.2
countdown,0.2,0.5,0.3
countryman,0.6,0.1,0.2
county,0.6,0.1,0.2
coup,-0.2,0.7,0.2
courageous,-0.5,0.7,-0.5
courier,0.6,0.1,0.2
court,-0.3333,0.6333,0.1
courtship,0.5333,0.4,0.3333
cove,-0.025,0.475,-0.025
covenant,0.6,0.1,0.2
cover,0.6,0.1,0.2
coward,-0.6,0.1333,-0.4
cowardice,-0.5,0.7,-0.5
cowardly,-0.5,0.7,-0.5
coy,-0.5,0.7,-0.5
coyote,-0.5,0.7,-0.5
crabby,-0.7,0.7,0.5
cracked,-0.6,0.7,0.0
cradle,0.5333,0.4,0.3333
cramp,0.2,0.5,0.3
cranky,-0.7,0.7,0.5
crap,-0.6,0.1,-0.4
craps,0.2,0.5,0.3
crash,-0.3,0.3333,-0.3
crave,0.2,0.5,0.3
craving,0.2,0.5,0.3
crawl,-0.6,0.1,-0.4
crazed,-0.6,0.7,0.0
crazy,-0.6333,0.3333,-0.1
cream,0.4333,0.6,0.2333
create,0.8,0.6,0.5
creature,-0.55,0.4,-0.45
credence,0.6,0.1,0.2
credential,0.6,0.1,0.2
credibility,0.6,0.1,0.2
credible,0.6,0.1,0.2
credit,0.6,0.1,0.2
creditable,0.6,0.1,0.2
creeping,0.2,0.5,0.3
cremation,-0.7,-0.4,-0.3
crescendo,0.475,0.475,0.225
crew,0.6,0.1,0.2
crime,-0.7,0.7,0.5
criminal,-0.6,0.5,-0.1333
criminality,-0.6,0.5,-0.1333
cringe,-0.6,0.1333,-0.4
cripple,-0.6,0.15,-0.4
crippled,-0.7,-0.4,-0.3
crisp,0.6,0.1,0.2
criticism,-0.7,0.15,0.1
criticize,-0.625,0.275,-0.175
critter,-0.6,0.1,-0.4
crocodile,-0.5,0.7,-0.5
cross,-0.6333,0.3333,-0.1
crouch,-0.5,0.7,-0.5
crouching,-0.5,0.7,-0.5
crowning,0.475,0.475,0.225
crucial,0.6,0.1,0.2
crucifixion,-0.625,0.275,-0.175
crude,-0.6,0.1,-0.4
cruel,-0.625,0.275,-0.175
cruelly,-0.6,0.7,0.0
cruelty,-0.625,0.275,-0.175
crumbling,-0.7,-0.4,-0.3
crunch,-0.7,0.7,0.5
crusade,-0.6,0.7,0.0
crushed,-0.625,0.275,-0.175
crushing,-0.6,0.5,-0.1333
crusty,-0.6,0.1,-0.4
cry,-0.7,-0.4,-0.3
crying,-0.7,-0.4,-0.3
crypt,-0.6,0.15,-0.4
cube,0.6,0.1,0.2
cuckold,-0.6,0.1,-0.4
cuddle,0.7,0.35,0.35
cue,0.2,0.5,0.3
culinary,0.6,0.1,0.2
cult,-0.5,0.7,-0.5
cultivate,0.4,0.3,0.25
cumbersome,-0.7,-0.4,-0.3
cupping,-0.6,0.1333,-0.4
cur,-0.6,0.5,-0.1333
curable,0.6,0.1,0.2
curiosity,0.25,0.6,0.1
curse,-0.625,0.275,-0.175
cursed,-0.6333,0.3333,-0.1
cursing,-0.65,0.4,0.05
cussed,-0.7,0.7,0.5
custodian,0.6,0.1,0.2
custody,0.6,0.1,0.2
cutter,-0.5,0.7,-0.5
cutthroat,-0.6,0.7,0.0
cutting,-0.625,0.275,-0.175
cyanide,-0.5,0.7,-0.5
cyclone,-0.1,0.7,-0.3
cyst,-0.6,0.15,-0.4
cystic,-0.6,0.1,-0.4
cytomegalovirus,-0.7,-0.4,-0.3
dabbling,-0.65,0.4,0.05
daemon,-0.44,0.36,-0.16
daft,-0.6,0.1,-0.4
dagger,-0.5,0.7,-0.5
daily,0.2,0.5,0.3
damage,-0.6667,0.1333,-0.0667
damages,-0.7,-0.4,-0.3
dame,-0.2333,0.3,0.1
damn,-0.65,0.4,0.05
damnation,-0.6333,0.3333,-0.1
dance,0.7,0.35,0.35
dandy,-0.6,0.1,-0.4
danger,-0.6,0.15,-0.4
dangerous,-0.5,0.7,-0.5
dank,-0.6,0.1,-0.4
dare,0.4,0.3,0.25
dark,-0.7,-0.4,-0.3
darken,-0.6,0.15,-0.4
darkened,-0.6,0.15,-0.4
darkness,-0.6333,0.3333,-0.1
darling,0.7,0.35,0.35
dart,-0.5,0.7,-0.5
dashed,-0.6333,0.3333,-0.1
dastardly,-0.6,0.5,-0.1333
daughter,0.8,0.6,0.5
dawn,0.475,0.475,0.225
deacon,0.6,0.1,0.2
deadly,-0.625,0.275,-0.175
deal,0.475,0.475,0.225
dealings,0.6,0.1,0.2
death,-0.3333,0.3833,-0.0833
debacle,-0.6,0.15,-0.4
debauchery,-0.55,0.4,-0.45
debenture,0.2,0.5,0.3
debris,-0.6,0.1,-0.4
debt,-0.7,-0.4,-0.3
decay,-0.6,0.15,-0.4
decayed,-0.65,-0.15,-0.35
deceased,-0.7,-0.4,-0.3
deceit,-0.44,0.36,-0.16
deceitful,-0.65,-0.15,-0.35
deceive,-0.6667,0.1333,-0.0667
deceived,-0.7,0.7,0.5
deceiving,0.6,0.1,0.2
decompose,-0.6,0.1,-0.4
decomposed,-0.7,-0.4,-0.3
decomposition,-0.6,0.1333,-0.4
decoy,0.3,0.7,-0.1
decry,-0.7,0.7,0.5
deed,0.6,0.1,0.2
defamation,-0.55,0.4,-0.45
defamatory,-0.7,0.7,0.5
default,-0.6,0.1333,-0.4
defeated,-0.7,-0.4,-0.3
defect,-0.7,0.7,0.5
defection,-0.5,0.7,-0.5
defective,-0.6,0.1,-0.4
defend,-0.5,0.7,-0.5
defendant,-0.6333,0.3333,-0.1
defended,0.6,0.1,0.2
defender,0.6,0.1,0.2
defense,-0.3333,0.6333,0.1
defenseless,-0.6,0.15,-0.4
deference,0.6,0.1,0.2
defiance,-0.6,0.5,-0.1333
defiant,-0.7,0.7,0.5
definitive,0.6,0.1,0.2
deflate,-0.7,0.15,0.1
deflation,-0.5,0.7,-0.5
deform,-0.6,0.1,-0.4
deformed,-0.65,-0.15,-0.35
deformity,-0.6,0.1333,-0.4
defraud,-0.65,0.4,0.05
defunct,-0.7,-0.4,-0.3
defy,-0.4,0.425,-0.1
degeneracy,-0.6667,0.1333,-0.0667
degrade,-0.6,0.1,-0.4
degrading,-0.6,0.1333,-0.4
delay,-0.625,0.275,-0.175
delegate,0.6,0.1,0.2
deleterious,-0.6,0.5,-0.1333
delicious,0.8,0.6,0.5
delight,0.5,0.55,0.4
delighted,0.4333,0.6,0.2333
delightful,0.5333,0.4,0.3333
delinquent,-0.65,0.4,0.05
delirious,-0.7,-0.4,-0.3
delirium,-0.65,-0.15,-0.35
deliverance,0.5333,0.4,0.3333
delivery,0.2,0.5,0.3
deluge,-0.3,0.3333,-0.3
delusion,-0.6333,0.3333,-0.1
delusional,-0.6,0.7,0.0
demand,-0.7,0.7,0.5
demented,-0.5,0.7,-0.5
dementia,-0.6,0.15,-0.4
demise,-0.6,0.15,-0.4
demolish,-0.7,0.15,0.1
demon,-0.625,0.275,-0.175
demonic,-0.625,0.275,-0.175
demonstrative,0.05,0.1,0.1
demoralized,-0.6,0.15,-0.4
denied,-0.7,-0.4,-0.3
denounce,-0.65,0.4,0.05
dentistry,-0.5,0.7,-0.5
denunciation,-0.6,0.5,-0.1333
deny,-0.7,0.7,0.5
denying,0.2,0.5,0.3
depart,-0.25,0.05,0.0
departed,-0.7,-0.4,-0.3
departure,-0.7,-0.4,-0.3
depend,0.4,0.3,0.25
dependence,-0.6,0.15,-0.4
dependent,0.6,0.1,0.2
deplorable,-0.625,0.275,-0.175
deplore,-0.6667,0.1333,-0.0667
deport,-0.6,0.15,-0.4
deportation,-0.6333,0.3333,-0.1
depository,0.6,0.1,0.2
depraved,-0.46,0.32,-0.08
depravity,-0.65,0.4,0.05
depreciate,-0.65,0.4,0.05
depreciated,-0.625,0.275,-0.175
depreciation,-0.5,0.7,-0.5
depress,-0.6,0.15,-0.4
depressed,-0.6333,0.3333,-0.1
depressing,-0.65,-0.15,-0.35
depression,-0.7,-0.4,-0.3
depressive,-0.7,-0.4,-0.3
deprivation,-0.625,0.275,-0.175
depth,0.6,0.1,0.2
deputy,0.6,0.1,0.2
deranged,-0.6,0.5,-0.1333
derision,-0.65,0.4,0.05
dermatologist,0.6,0.1,0.2
derogation,-0.625,0.275,-0.175
derogatory,-0.625,0.275,-0.175
descent,-0.6,0.15,-0.4
desecration,-0.625,0.275,-0.175
desert,-0.625,0.275,-0.175
deserted,-0.625,0.275,-0.175
deserve,0.0333,0.4333,0.3333
designation,0.6,0.1,0.2
desist,-0.65,0.4,0.05
desolation,-0.6,0.15,-0.4
despair,-0.625,0.275,-0.175
despairing,-0.6,0.15,-0.4
despicable,-0.65,0.4,0.05
despise,-0.65,0.4,0.05
despotic,-0.5,0.7,-0.5
despotism,-0.625,0.275,-0.175
destination,0.02,0.42,-0.02
destined,0.2,0.5,0.3
destitute,-0.6,0.15,-0.4
destroyed,-0.6333,0.3333,-0.1
destroyer,-0.6,0.7,0.0
destroying,-0.6333,0.3333,-0.1
destruction,-0.7,0.7,0.5
destructive,-0.6,0.5,-0.1333
detainee,-0.425,0.375,0.0
detention,-0.7,-0.4,-0.3
deteriorate,-0.6,0.15,-0.4
deteriorated,-0.65,-0.15,-0.35
deterioration,-0.625,0.275,-0.175
determinate,0.4,0.3,0.25
determination,0.6,0.1,0.2
detest,-0.65,0.4,0.05
detonate,-0.1,0.7,-0.3
detonation,-0.7,0.7,0.5
detract,-0.7,0.7,0.5
devastate,-0.6333,0.3333,-0.1
devastating,-0.38,0.24,-0.1
devastation,-0.4,0.425,-0.1
develop,0.2,0.5,0.3
deviation,-0.7,-0.4,-0.3
devil,-0.46,0.32,-0.08
devilish,-0.55,0.4,-0.45
devotional,0.6,0.1,0.2
devout,0.5333,0.4,0.3333
diabolical,-0.6,0.5,-0.1333
diagnosis,0.1,0.4333,0.0
diamond,0.8,0.6,0.5
diaper,-0.6,0.1,-0.4
diarrhoea,-0.6,0.1,-0.4
diary,0.7,0.35,0.35
diatribe,-0.65,0.4,0.05
dictator,-0.5,0.7,-0.5
dictatorial,-0.7,0.7,0.5
dictatorship,-0.46,0.32,-0.08
dictionary,0.6,0.1,0.2
dictum,0.6,0.1,0.2
die,-0.6,0.15,-0.4
dietary,0.2,0.5,0.3
differential,0.6,0.1,0.2
differently,0.3,0.7,-0.1
difficult,-0.5,0.7,-0.5
difficulties,-0.7,-0.4,-0.3
difficulty,-0.6333,0.3333,-0.1
digit,0.6,0.1,0.2
dignity,0.6,0.1,0.2
digress,0.2,0.5,0.3
dike,-0.5,0.7,-0.5
dilapidated,-0.65,-0.15,-0.35
diligence,0.6,0.1,0.2
diminish,-0.7,-0.4,-0.3
dinosaur,-0.5,0.7,-0.5
diplomacy,0.4,0.3,0.25
diplomatic,0.6,0.1,0.2
dire,-0.375,0.275,-0.325
director,0.6,0.1,0.2
dirt,-0.6,0.1,-0.4
dirty,-0.6,0.1,-0.4
disability,-0.7,-0.4,-0.3
disable,-0.6,0.15,-0.4
disabled,-0.6,0.15,-0.4
disagree,-0.7,0.7,0.5
disagreeing,-0.7,0.15,0.1
disagreement,-0.7,0.15,0.1
disallowed,-0.625,0.275,-0.175
disappear,-0.5,0.7,-0.5
disappoint,-0.6667,0.1333,-0.0667
disappointed,-0.6667,0.1333,-0.0667
disappointing,-0.7,-0.4,-0.3
disappointment,-0.65,-0.15,-0.35
disapproval,-0.7,-0.4,-0.3
disapprove,-0.625,0.275,-0.175
disapproved,-0.7,0.15,0.1
disapproving,-0.6667,0.1333,-0.0667
disaster,-0.44,0.36,-0.16
disastrous,-0.6333,0.3333,-0.1
disciple,0.6,0.1,0.2
discipline,-0.5,0.7,-0.5
disclaim,-0.2333,0.3,0.1
disclosed,0.6,0.1,0.2
discoloration,-0.6,0.1,-0.4
discolored,-0.65,-0.15,-0.35
discomfort,-0.7,-0.4,-0.3
disconnect,-0.7,-0.4,-0.3
disconnected,-0.7,-0.4,-0.3
discontent,-0.625,0.275,-0.175
discontinuity,-0.6,0.1333,-0.4
discord,-0.65,0.4,0.05
discourage,-0.6,0.15,-0.4
discreet,0.2,0.5,0.3
discretion,0.4,0.3,0.25
discriminate,-0.7,0.15,0.1
discriminating,-0.6,0.1,-0.4
discrimination,-0.625,0.275,-0.175
disdain,-0.65,0.4,0.05
disease,-0.625,0.275,-0.175
diseased,-0.6,0.1333,-0.4
disembodied,-0.6,0.15,-0.4
disfigured,-0.625,0.275,-0.175
disgrace,-0.6667,0.1333,-0.0667
disgraced,-0.6667,0.1333,-0.0667
disgraceful,-0.65,0.4,0.05
disgruntled,-0.6667,0.1333,-0.0667
disgust,-0.625,0.275,-0.175
disgusting,-0.6,0.5,-0.1333
disheartened,-0.7,-0.4,-0.3
disheartening,-0.7,-0.4,-0.3
dishonest,-0.6667,0.1333,-0.0667
dishonesty,-0.6,0.1,-0.4
dishonor,-0.625,0.275,-0.175
disillusionment,-0.6667,0.1333,-0.0667
disinformation,-0.6,0.7,0.0
disingenuous,-0.6,0.1,-0.4
disintegrate,-0.55,0.4,-0.45
dislike,-0.65,0.4,0.05
disliked,-0.7,0.15,0.1
dislocated,-0.625,0.275,-0.175
dismal,-0.6,0.1333,-0.4
dismay,-0.28,0.44,-0.02
dismemberment,-0.6,0.1333,-0.4
dismissal,-0.44,0.36,-0.16
disobedience,-0.65,0.4,0.05
disobedient,-0.7,0.7,0.5
disobey,-0.65,0.4,0.05
disorder,-0.5,0.7,-0.5
disparage,-0.6667,0.1333,-0.0667
disparaging,-0.6667,0.1333,-0.0667
disparity,-0.6667,0.1333,-0.0667
dispassionate,-0.7,-0.4,-0.3
dispel,-0.7,-0.4,-0.3
displaced,-0.6333,0.3333,-0.1
displeased,-0.625,0.275,-0.175
displeasure,-0.6,0.1,-0.4
dispose,-0.6,0.1,-0.4
disposed,0.4,0.3,0.25
dispossessed,-0.6333,0.3333,-0.1
dispute,-0.7,0.7,0.5
disqualified,-0.6667,0.1333,-0.0667
disqualify,-0.7,-0.4,-0.3
disregarded,-0.6,0.1,-0.4
disreputable,-0.6,0.5,-0.1333
disrespect,-0.7,0.7,0.5
disrespectful,-0.625,0.275,-0.175
disruption,-0.3,0.7,-0.0333
dissection,-0.6,0.1,-0.4
dissension,-0.7,0.7,0.5
disservice,-0.6667,0.1333,-0.0667
dissident,-0.6,0.7,0.0
dissolution,-0.4,0.425,-0.1
dissonance,-0.7,0.7,0.5
distaste,-0.6,0.1,-0.4
distasteful,-0.6,0.1,-0.4
distorted,-0.6,0.1,-0.4
distracted,-0.7,0.7,0.5
distracting,-0.25,0.6,0.4
distraught,-0.7,-0.4,-0.3
distress,-0.44,0.36,-0.16
distressed,-0.5,0.7,-0.5
distressing,-0.6,0.7,0.0
distrust,-0.6,0.5,-0.1333
disturbance,-0.4,0.425,-0.1
disturbed,-0.7,0.15,0.1
disused,-0.7,0.7,0.5
ditty,0.8,0.6,0.5
divan,0.6,0.1,0.2
divergent,0.3,0.7,-0.1
diversion,0.3,0.7,-0.1
divination,0.2,0.5,0.3
divorce,-0.2667,0.3167,-0.1
doctor,0.6,0.1,0.2
doctrine,0.6,0.1,0.2
dogma,0.6,0.1,0.2
doldrums,-0.7,-0.4,-0.3
dole,-0.7,-0.4,-0.3
doll,0.8,0.6,0.5
dolor,-0.7,-0.4,-0.3
dolphin,0.5667,0.4667,0.2
dominant,-0.5,0.7,-0.5
dominate,-0.6,0.7,0.0
domination,-0.6333,0.3333,-0.1
dominion,0.05,0.4,-0.15
don,0.6,0.1,0.2
donkey,-0.6,0.1,-0.4
doom,-0.5,0.7,-0.5
doomed,-0.6,0.15,-0.4
doomsday,-0.46,0.32,-0.08
doubt,-0.2,0.1333,-0.2
doubtless,0.6,0.1,0.2
dove,0.5333,0.4,0.3333
downfall,-0.6,0.15,-0.4
downright,0.6,0.1,0.2
drab,-0.7,-0.4,-0.3
draft,0.2,0.5,0.3
dragon,-0.5,0.7,-0.5
dread,-0.15,0.6,-0.1
dreadful,-0.46,0.32,-0.08
dreadfully,-0.375,0.275,-0.325
dreary,-0.7,-0.4,-0.3
drivel,-0.6,0.1,-0.4
drool,-0.6,0.1,-0.4
drown,-0.6,0.15,-0.4
drugged,-0.7,-0.4,-0.3
drunken,-0.6,0.1,-0.4
dubious,0.05,0.4,-0.15
duel,-0.3333,0.6333,0.1
dull,-0.7,-0.4,-0.3
dumps,-0.7,0.15,0.1
dung,-0.6,0.1,-0.4
dungeon,-0.5,0.7,-0.5
dupe,-0.7,0.7,0.5
duplicity,-0.7,0.7,0.5
durability,0.6,0.1,0.2
durable,0.6,0.1,0.2
duress,-0.625,0.275,-0.175
dutiful,0.4,0.3,0.25
dwarfed,-0.6,0.15,-0.4
dying,-0.625,0.275,-0.175
dynamic,0.3,0.7,-0.1
dysentery,-0.65,-0.15,-0.35
eager,0.475,0.475,0.225
eagerness,0.5333,0.4,0.3333
eagle,0.6,0.1,0.2
earthquake,-0.4,0.425,-0.1
economy,0.6,0.1,0.2
ecstasy,0.5,0.55,0.4
ecstatic,0.4333,0.6,0.2333
edict,-0.5,0.7,-0.5
edification,0.5333,0.4,0.3333
edition,0.2,0.5,0.3
educational,0.6,0.1,0.2
eel,-0.5,0.7,-0.5
effective,0.6,0.1,0.2
efficient,0.4,0.3,0.25
effigy,-0.7,0.7,0.5
egotistical,-0.6,0.1,-0.4
egregious,-0.65,0.4,0.05
ejaculation,0.475,0.475,0.225
elated,0.8,0.6,0.5
elbow,-0.7,0.7,0.5
elder,0.6,0.1,0.2
elders,0.6,0.1,0.2
elect,0.6,0.1,0.2
electorate,0.6,0.1,0.2
electric,0.55,0.65,0.2
elegance,0.5333,0.4,0.3333
elegant,0.8,0.6,0.5
elevation,0.275,0.475,0.125
elf,-0.6,0.5,-0.1333
elimination,-0.625,0.275,-0.175
elite,0.5333,0.4,0.3333
elucidate,0.6,0.1,0.2
elusive,0.3,0.7,-0.1
emaciated,-0.6,0.15,-0.4
emancipation,0.5,0.55,0.4
embarrass,-0.7,-0.4,-0.3
embarrassment,-0.3,0.3333,-0.3
embolism,-0.6,0.15,-0.4
embrace,0.475,0.475,0.225
emergency,-0.3,0.3333,-0.3
eminence,0.6,0.1,0.2
emphasize,0.6,0.1,0.2
employ,0.6,0.1,0.2
emptiness,-0.7,-0.4,-0.3
enable,0.6,0.1,0.2
enablement,0.6,0.1,0.2
enchant,0.4333,0.6,0.2333
enchanted,0.7,0.35,0.35
enchanting,0.5,0.55,0.4
encourage,0.7,0.35,0.35
encroachment,-0.5,0.7,-0.5
encumbrance,-0.6333,0.3333,-0.1
encyclopedia,0.6,0.1,0.2
endanger,-0.15,0.6,-0.1
endangered,-0.5,0.7,-0.5
endeavor,0.2,0.5,0.3
endemic,-0.6,0.1333,-0.4
endless,-0.1,0.34,0.08
endocarditis,-0.6,0.15,-0.4
endow,0.6,0.1,0.2
endowment,0.6,0.1,0.2
enema,-0.6,0.1,-0.4
enemy,-0.6,0.5,-0.1333
enforce,-0.6,0.7,0.0
engaged,0.5333,0.4,0.3333
engaging,0.7,0.35,0.35
engulf,0.2,0.5,0.3
enigmatic,-0.5,0.7,-0.5
enjoy,0.5333,0.4,0.3333
enjoying,0.5333,0.4,0.3333
enlighten,0.7,0.35,0.35
enlightenment,0.7,0.35,0.35
enliven,0.5667,0.4667,0.2
enmity,-0.6333,0.3333,-0.1
enroll,0.4,0.3,0.25
ensemble,0.6,0.1,0.2
enslaved,-0.625,0.275,-0.175
entangled,-0.625,0.275,-0.175
entertain,0.8,0.6,0.5
entertained,0.8,0.6,0.5
entertaining,0.5,0.55,0.4
entertainment,0.475,0.475,0.225
enthusiasm,0.4333,0.6,0.2333
enthusiast,0.4333,0.6,0.2333
entrails,-0.6,0.1,-0.4
entrust,0.6,0.1,0.2
epidemic,-0.3333,0.3833,-0.0833
episcopal,0.6,0.1,0.2
epitaph,-0.7,-0.4,-0.3
equality,0.7,0.35,0.35
eradicate,-0.7,0.7,0.5
eradication,-0.6,0.5,-0.1333
erase,-0.5,0.7,-0.5
erotic,0.475,0.475,0.225
errand,0.4,0.3,0.25
erratic,0.3,0.7,-0.1
error,-0.7,-0.4,-0.3
erupt,-0.2,0.7,0.2
eruption,-0.3,0.7,-0.0333
escalate,-0.7,0.7,0.5
escape,-0.15,0.6,-0.1
escaped,-0.5,0.7,-0.5
eschew,-0.7,0.15,0.1
escort,0.6,0.1,0.2
establish,0.6,0.1,0.2
established,0.8,0.6,0.5
esteem,0.2333,0.1,0.1333
ethereal,-0.5,0.7,-0.5
euthanasia,-0.6,0.15,-0.4
evacuate,-0.5,0.7,-0.5
evade,-0.6,0.5,-0.1333
evanescence,-0.2,0.15,-0.2
evasion,-0.6,0.15,-0.4
eventual,0.2,0.5,0.3
eventuality,-0.15,0.6,-0.1
evergreen,0.7,0.35,0.35
evict,-0.7,-0.4,-0.3
eviction,-0.625,0.275,-0.175
evident,0.6,0.1,0.2
evil,-0.625,0.275,-0.175
exacerbation,-0.6,0.7,0.0
exaggerate,-0.7,0.7,0.5
exalt,0.5333,0.4,0.3333
exaltation,0.7,0.35,0.35
exalted,0.7,0.35,0.35
examination,-0.1,0.7,-0.3
exasperation,-0.65,0.4,0.05
excavation,0.25,0.6,0.1
exceed,0.5,0.55,0.4
excel,0.475,0.475,0.225
excellence,0.2667,0.2667,0.1
excellent,0.7,0.35,0.35
exchange,0.6,0.1,0.2
excitation,0.02,0.64,0.14
excite,0.02,0.64,0.14
excited,0.475,0.475,0.225
excitement,0.4333,0.6,0.2333
exciting,0.4333,0.6,0.2333
exclaim,0.3,0.7,-0.1
excluded,-0.65,-0.15,-0.35
excluding,-0.7,-0.4,-0.3
exclusion,-0.6,0.1333,-0.4
excrement,-0.6,0.1,-0.4
excretion,-0.6,0.1,-0.4
excruciating,-0.5,0.7,-0.5
execution,-0.325,0.275,-0.025
executioner,-0.6333,0.3333,-0.1
executor,0.6,0.1,0.2
exhausted,-0.7,-0.4,-0.3
exhaustion,-0.25,0.05,0.0
exhaustive,0.6,0.1,0.2
exhilaration,0.55,0.65,0.2
exigent,-0.15,0.5,-0.175
exile,-0.6333,0.3333,-0.1
exorcism,-0.6,0.15,-0.4
expect,0.3667,0.4333,0.1333
expectancy,0.2,0.5,0.3
expectant,0.2,0.5,0.3
expectation,0.2,0.5,0.3
expected,0.2,0.5,0.3
expecting,0.2,0.5,0.3
expedient,0.7,0.35,0.35
expedition,0.2,0.5,0.3
expel,-0.625,0.275,-0.175
experienced,0.6,0.1,0.2
experiment,0.25,0.6,0.1
expert,0.6,0.1,0.2
expertise,0.6,0.1,0.2
expire,-0.7,-0.4,-0.3
explain,0.6,0.1,0.2
expletive,-0.7,0.7,0.5
explode,-0.4,0.425,-0.1
explore,0.2,0.5,0.3
explosion,-0.1,0.7,-0.3
explosive,-0.175,0.65,0.05
expose,-0.15,0.6,-0.1
expulsion,-0.625,0.275,-0.175
exquisite,0.8,0.6,0.5
exterminate,-0.6,0.15,-0.4
extermination,-0.6,0.7,0.0
extinct,-0.7,-0.4,-0.3
extinguish,-0.7,0.7,0.5
extrajudicial,-0.5,0.7,-0.5
extricate,0.2,0.5,0.3
exuberance,0.8,0.6,0.5
eyewitness,0.6,0.1,0.2
fabrication,0.6,0.1,0.2
fact,0.6,0.1,0.2
facts,0.6,0.1,0.2
faculty,0.6,0.1,0.2
faeces,-0.6,0.1,-0.4
failing,-0.425,0.375,0.0
failure,-0.6,0.1333,-0.4
fain,0.5333,0.4,0.3333
fainting,-0.3,0.3333,-0.3
fairly,0.6,0.1,0.2
faith,0.5333,0.4,0.3333
faithful,0.6,0.1,0.2
faithless,-0.7,-0.4,-0.3
fall,-0.7,-0.4,-0.3
fallacious,-0.7,0.7,0.5
falling,-0.7,-0.4,-0.3
falsehood,-0.05,0.4,0.35
falsification,-0.7,0.7,0.5
falsify,-0.6,0.1,-0.4
falsity,-0.6,0.1,-0.4
falter,-0.5,0.7,-0.5
familiar,0.6,0.1,0.2
familiarity,0.5333,0.4,0.3333
famine,-0.7,-0.4,-0.3
fanaticism,-0.5,0.7,-0.5
fancy,0.5,0.55,0.4
fanfare,0.4333,0.6,0.2333
fang,-0.5,0.7,-0.5
fangs,-0.5,0.7,-0.5
farcical,-0.6,0.1,-0.4
farm,0.2,0.5,0.3
fasting,-0.7,-0.4,-0.3
fat,-0.65,-0.15,-0.35
fatal,-0.6333,0.3333,-0.1
fatality,-0.6,0.15,-0.4
fate,0.2,0.5,0.3
father,0.6,0.1,0.2
fatigued,-0.7,-0.4,-0.3
fatty,-0.65,-0.15,-0.35
fault,-0.7,-0.4,-0.3
faultless,0.6,0.1,0.2
favorable,0.475,0.475,0.225
favorite,0.7,0.35,0.35
fear,-0.6,0.7,0.0
fearful,-0.6,0.15,-0.4
fearfully,-0.3,0.3333,-0.3
fearing,-0.5,0.7,-0.5
fearless,-0.5,0.7,-0.5
feat,0.4333,0.6,0.2333
fecal,-0.6,0.1,-0.4
feces,-0.6,0.1,-0.4
fee,-0.7,0.7,0.5
feeble,-0.7,-0.4,-0.3
feeling,-0.075,0.375,0.025
felicity,0.8,0.6,0.5
fell,-0.7,-0.4,-0.3
fellow,0.6,0.1,0.2
felon,-0.5,0.7,-0.5
fenced,-0.7,0.7,0.5
fender,0.6,0.1,0.2
ferment,0.2,0.5,0.3
fermentation,0.2,0.5,0.3
ferocious,-0.6,0.5,-0.1333
ferocity,-0.7,0.7,0.5
fervor,0.05,0.65,0.5
festival,0.4333,0.6,0.2333
festive,0.8,0.6,0.5
fete,0.4333,0.6,0.2333
feud,-0.7,0.7,0.5
feudalism,-0.7,0.15,0.1
fever,-0.5,0.7,-0.5
fib,-0.7,0.7,0.5
